Tissue	Stage	CNA_type	GeneA	GeneB	MutAFreq	CNAFreq	FreqMutB	NoMutA_WT_NoMutB	NoMutA_WT_MutB	MutA_WT_NoMutB	MutA_WT_MutB	NoMutA_CNA_NoMutB	NoMutA_CNA_MutB	MutA_CNA_NoMutB	MutA_CNA_MutB
Skin	Metastasis	Loss	SPRED1	RB1	0.0105017502917153	0.170361726954492	0.0396732788798133	618	30	5	1	138	5	6	1
Skin	Metastasis	Loss	SPRED1	SETD2	0.0105017502917153	0.170361726954492	0.0303383897316219	630	18	5	1	135	8	6	1
Skin	Metastasis	Loss	SPRED1	SF3B1	0.0105017502917153	0.170361726954492	0.0490081680280047	616	32	5	1	132	11	6	1
Skin	Metastasis	Loss	SPRED1	SMARCA4	0.0105017502917153	0.170361726954492	0.0128354725787631	637	11	5	1	141	2	6	1
Skin	Metastasis	Loss	SPRED1	SPEN	0.0105017502917153	0.170361726954492	0.0210035005834306	638	10	5	1	134	9	5	2
Skin	Metastasis	Loss	SPRED1	TERT	0.0105017502917153	0.170361726954492	0.689614935822637	207	441	2	4	49	94	1	6
Skin	Metastasis	Loss	SPRED1	TET1	0.0105017502917153	0.170361726954492	0.0116686114352392	641	7	5	1	139	4	6	1
Skin	Metastasis	Loss	SPRED1	TET2	0.0105017502917153	0.170361726954492	0.014002333722287	637	11	5	1	140	3	6	1
Skin	Metastasis	Loss	SPRED1	TP53	0.0105017502917153	0.170361726954492	0.271878646441074	472	176	3	3	106	37	5	2
Skin	Metastasis	Loss	SPRED1	TP63	0.0105017502917153	0.170361726954492	0.0431738623103851	621	27	4	2	134	9	6	1
Skin	Metastasis	Loss	SPRED1	WT1	0.0105017502917153	0.170361726954492	0.0105017502917153	640	8	4	2	141	2	6	1
Skin	Metastasis	Loss	SPRED1	ZFHX3	0.0105017502917153	0.170361726954492	0.0116686114352392	641	7	5	1	140	3	5	2
Skin	Metastasis	Loss	TP53	APC	0.271878646441074	0.191365227537923	0.0268378063010502	494	14	156	5	93	2	68	5
Skin	Metastasis	Loss	TP53	ARID1A	0.271878646441074	0.191365227537923	0.0490081680280047	487	21	145	16	92	3	67	6
Skin	Metastasis	Loss	TP53	ARID1B	0.271878646441074	0.191365227537923	0.0175029171528588	502	6	155	6	92	3	69	4
Skin	Metastasis	Loss	TP53	ARID2	0.271878646441074	0.191365227537923	0.103850641773629	466	42	131	30	86	9	61	12
Skin	Metastasis	Loss	TP53	ASXL1	0.271878646441074	0.191365227537923	0.0105017502917153	506	2	153	8	93	2	72	1
Skin	Metastasis	Loss	TP53	ASXL2	0.271878646441074	0.191365227537923	0.0128354725787631	504	4	155	6	92	3	71	2
Skin	Metastasis	Loss	TP53	ATM	0.271878646441074	0.191365227537923	0.0315052508751459	496	12	154	7	91	4	68	5
Skin	Metastasis	Loss	TP53	ATR	0.271878646441074	0.191365227537923	0.0116686114352392	505	3	157	4	93	2	69	4
Skin	Metastasis	Loss	TP53	ATRX	0.271878646441074	0.191365227537923	0.0233372228704784	504	4	151	10	91	4	69	4
Skin	Metastasis	Loss	TP53	B2M	0.271878646441074	0.191365227537923	0.0280046674445741	495	13	158	3	87	8	70	3
Skin	Metastasis	Loss	TP53	BAP1	0.271878646441074	0.191365227537923	0.0396732788798133	476	32	160	1	92	3	71	2
Skin	Metastasis	Loss	TP53	BRAF	0.271878646441074	0.191365227537923	0.336056009334889	308	200	124	37	70	25	55	18
Skin	Metastasis	Loss	TP53	BRCA2	0.271878646441074	0.191365227537923	0.0221703617269545	499	9	156	5	93	2	66	7
Skin	Metastasis	Loss	TP53	CASP8	0.271878646441074	0.191365227537923	0.0105017502917153	505	3	155	6	94	1	70	3
Skin	Metastasis	Loss	TP53	CBL	0.271878646441074	0.191365227537923	0.0385064177362894	496	12	148	13	92	3	67	6
Skin	Metastasis	Loss	TP53	CCNQ	0.271878646441074	0.191365227537923	0.0198366394399067	499	9	153	8	93	2	71	2
Skin	Metastasis	Loss	TP53	CDK12	0.271878646441074	0.191365227537923	0.0116686114352392	503	5	156	5	94	1	71	2
Skin	Metastasis	Loss	TP53	CDKN2A	0.271878646441074	0.191365227537923	0.17269544924154	445	63	115	46	73	22	55	18
Skin	Metastasis	Loss	TP53	CTNNB1	0.271878646441074	0.191365227537923	0.0478413068844807	479	29	157	4	87	8	70	3
Skin	Metastasis	Loss	TP53	DICER1	0.271878646441074	0.191365227537923	0.0175029171528588	499	9	157	4	92	3	70	3
Skin	Metastasis	Loss	TP53	EPHA3	0.271878646441074	0.191365227537923	0.0256709451575263	497	11	156	5	89	6	69	4
Skin	Metastasis	Loss	TP53	EPHA7	0.271878646441074	0.191365227537923	0.0210035005834306	500	8	154	7	92	3	69	4
Skin	Metastasis	Loss	TP53	ERBB4	0.271878646441074	0.191365227537923	0.0186697782963827	502	6	157	4	93	2	65	8
Skin	Metastasis	Loss	TP53	EZH2	0.271878646441074	0.191365227537923	0.015169194865811	501	7	157	4	93	2	70	3
Skin	Metastasis	Loss	TP53	FAT1	0.271878646441074	0.191365227537923	0.0408401400233372	497	11	140	21	93	2	69	4
Skin	Metastasis	Loss	TP53	FBXW7	0.271878646441074	0.191365227537923	0.0303383897316219	490	18	158	3	91	4	69	4
Skin	Metastasis	Loss	TP53	FGFR2	0.271878646441074	0.191365227537923	0.014002333722287	502	6	155	6	93	2	71	2
Skin	Metastasis	Loss	TP53	GNA11	0.271878646441074	0.191365227537923	0.044340723453909	476	32	157	4	93	2	71	2
Skin	Metastasis	Loss	TP53	GNAQ	0.271878646441074	0.191365227537923	0.0455075845974329	473	35	158	3	94	1	71	2
Skin	Metastasis	Loss	TP53	GRIN2A	0.271878646441074	0.191365227537923	0.0221703617269545	497	11	155	6	94	1	69	4
Skin	Metastasis	Loss	TP53	HRAS	0.271878646441074	0.191365227537923	0.0280046674445741	493	15	155	6	90	5	71	2
Skin	Metastasis	Loss	TP53	IDH1	0.271878646441074	0.191365227537923	0.0186697782963827	496	12	158	3	92	3	72	1
Skin	Metastasis	Loss	TP53	KIT	0.271878646441074	0.191365227537923	0.0373395565927655	488	20	153	8	93	2	68	5
Skin	Metastasis	Loss	TP53	KMT2A	0.271878646441074	0.191365227537923	0.0373395565927655	489	19	154	7	91	4	67	6
Skin	Metastasis	Loss	TP53	KMT2B	0.271878646441074	0.191365227537923	0.0303383897316219	489	19	154	7	94	1	70	3
Skin	Metastasis	Loss	TP53	KMT2C	0.271878646441074	0.191365227537923	0.0221703617269545	500	8	155	6	92	3	67	6
Skin	Metastasis	Loss	TP53	KMT2D	0.271878646441074	0.191365227537923	0.0268378063010502	502	6	147	14	93	2	68	5
Skin	Metastasis	Loss	TP53	KRAS	0.271878646441074	0.191365227537923	0.0128354725787631	501	7	157	4	92	3	72	1
Skin	Metastasis	Loss	TP53	MAP2K1	0.271878646441074	0.191365227537923	0.0560093348891482	476	32	159	2	87	8	66	7
Skin	Metastasis	Loss	TP53	MGA	0.271878646441074	0.191365227537923	0.0233372228704784	500	8	154	7	93	2	68	5
Skin	Metastasis	Loss	TP53	NF1	0.271878646441074	0.191365227537923	0.190198366394399	439	69	112	49	76	19	51	22
Skin	Metastasis	Loss	TP53	NF2	0.271878646441074	0.191365227537923	0.0163360560093349	500	8	155	6	92	3	72	1
Skin	Metastasis	Loss	TP53	NOTCH1	0.271878646441074	0.191365227537923	0.0303383897316219	503	5	144	17	93	2	67	6
Skin	Metastasis	Loss	TP53	NOTCH2	0.271878646441074	0.191365227537923	0.0105017502917153	505	3	155	6	93	2	72	1
Skin	Metastasis	Loss	TP53	NOTCH3	0.271878646441074	0.191365227537923	0.0105017502917153	505	3	156	5	93	2	70	3
Skin	Metastasis	Loss	TP53	NRAS	0.271878646441074	0.191365227537923	0.23803967327888	387	121	137	24	55	40	52	21
Skin	Metastasis	Loss	TP53	PAK5	0.271878646441074	0.191365227537923	0.0163360560093349	502	6	157	4	92	3	68	5
Skin	Metastasis	Loss	TP53	PBRM1	0.271878646441074	0.191365227537923	0.0245040840140023	494	14	157	4	91	4	70	3
Skin	Metastasis	Loss	TP53	PIK3CA	0.271878646441074	0.191365227537923	0.0221703617269545	497	11	154	7	93	2	70	3
Skin	Metastasis	Loss	TP53	PIK3R1	0.271878646441074	0.191365227537923	0.0116686114352392	502	6	158	3	92	3	71	2
Skin	Metastasis	Loss	TP53	PPP6C	0.271878646441074	0.191365227537923	0.0338389731621937	487	21	156	5	90	5	71	2
Skin	Metastasis	Loss	TP53	PRKN	0.271878646441074	0.191365227537923	0.014002333722287	503	5	154	7	93	2	71	2
Skin	Metastasis	Loss	TP53	PTEN	0.271878646441074	0.191365227537923	0.0758459743290548	459	49	156	5	88	7	67	6
Skin	Metastasis	Loss	TP53	PTPRD	0.271878646441074	0.191365227537923	0.0385064177362894	494	14	153	8	88	7	65	8
Skin	Metastasis	Loss	TP53	PTPRS	0.271878646441074	0.191365227537923	0.0105017502917153	500	8	159	2	94	1	71	2
Skin	Metastasis	Loss	TP53	PTPRT	0.271878646441074	0.191365227537923	0.0676779463243874	478	30	148	13	85	10	64	9
Skin	Metastasis	Loss	TP53	RAC1	0.271878646441074	0.191365227537923	0.044340723453909	485	23	149	12	91	4	71	2
Skin	Metastasis	Loss	TP53	RAF1	0.271878646441074	0.191365227537923	0.0128354725787631	501	7	160	1	92	3	69	4
Skin	Metastasis	Loss	TP53	RB1	0.271878646441074	0.191365227537923	0.0396732788798133	496	12	142	19	93	2	68	5
Skin	Metastasis	Loss	TP53	SETD2	0.271878646441074	0.191365227537923	0.0303383897316219	494	14	153	8	92	3	68	5
Skin	Metastasis	Loss	TP53	SF3B1	0.271878646441074	0.191365227537923	0.0490081680280047	475	33	159	2	90	5	71	2
Skin	Metastasis	Loss	TP53	SMARCA4	0.271878646441074	0.191365227537923	0.0128354725787631	498	10	158	3	94	1	72	1
Skin	Metastasis	Loss	TP53	SPEN	0.271878646441074	0.191365227537923	0.0210035005834306	501	7	155	6	92	3	68	5
Skin	Metastasis	Loss	TP53	SPRED1	0.271878646441074	0.191365227537923	0.0105017502917153	503	5	159	2	92	3	70	3
Skin	Metastasis	Loss	TP53	TERT	0.271878646441074	0.191365227537923	0.689614935822637	178	330	39	122	24	71	13	60
Skin	Metastasis	Loss	TP53	TET1	0.271878646441074	0.191365227537923	0.0116686114352392	506	2	154	7	94	1	70	3
Skin	Metastasis	Loss	TP53	TET2	0.271878646441074	0.191365227537923	0.014002333722287	502	6	156	5	92	3	72	1
Skin	Metastasis	Loss	TP53	TP63	0.271878646441074	0.191365227537923	0.0431738623103851	488	20	151	10	90	5	68	5
Skin	Metastasis	Loss	TP53	WT1	0.271878646441074	0.191365227537923	0.0105017502917153	502	6	156	5	94	1	72	1
Skin	Metastasis	Loss	TP53	ZFHX3	0.271878646441074	0.191365227537923	0.0116686114352392	503	5	156	5	92	3	72	1
Skin	Metastasis	Gain	BRAF	APC	0.336056009334889	0.350058343057176	0.0268378063010502	389	9	137	2	145	8	143	8
Skin	Metastasis	Gain	BRAF	ARID1A	0.336056009334889	0.350058343057176	0.0490081680280047	375	23	129	10	147	6	145	6
Skin	Metastasis	Gain	BRAF	ARID1B	0.336056009334889	0.350058343057176	0.0175029171528588	391	7	136	3	147	6	148	3
Skin	Metastasis	Gain	BRAF	ARID2	0.336056009334889	0.350058343057176	0.103850641773629	351	47	130	9	132	21	136	15
Skin	Metastasis	Gain	BRAF	ASXL1	0.336056009334889	0.350058343057176	0.0105017502917153	392	6	138	1	150	3	148	3
Skin	Metastasis	Gain	BRAF	ASXL2	0.336056009334889	0.350058343057176	0.0128354725787631	390	8	137	2	151	2	148	3
Skin	Metastasis	Gain	BRAF	ATM	0.336056009334889	0.350058343057176	0.0315052508751459	385	13	131	8	146	7	148	3
Skin	Metastasis	Gain	BRAF	ATR	0.336056009334889	0.350058343057176	0.0116686114352392	392	6	137	2	149	4	149	2
Skin	Metastasis	Gain	BRAF	ATRX	0.336056009334889	0.350058343057176	0.0233372228704784	388	10	138	1	143	10	149	2
Skin	Metastasis	Gain	BRAF	B2M	0.336056009334889	0.350058343057176	0.0280046674445741	388	10	136	3	145	8	144	7
Skin	Metastasis	Gain	BRAF	BAP1	0.336056009334889	0.350058343057176	0.0396732788798133	367	31	135	4	152	1	150	1
Skin	Metastasis	Gain	BRAF	BRCA2	0.336056009334889	0.350058343057176	0.0221703617269545	384	14	138	1	147	6	149	2
Skin	Metastasis	Gain	BRAF	CASP8	0.336056009334889	0.350058343057176	0.0105017502917153	392	6	137	2	151	2	148	3
Skin	Metastasis	Gain	BRAF	CBL	0.336056009334889	0.350058343057176	0.0385064177362894	380	18	135	4	141	12	148	3
Skin	Metastasis	Gain	BRAF	CCNQ	0.336056009334889	0.350058343057176	0.0198366394399067	388	10	135	4	147	6	150	1
Skin	Metastasis	Gain	BRAF	CDK12	0.336056009334889	0.350058343057176	0.0116686114352392	391	7	136	3	150	3	150	1
Skin	Metastasis	Gain	BRAF	CDKN2A	0.336056009334889	0.350058343057176	0.17269544924154	325	73	115	24	119	34	130	21
Skin	Metastasis	Gain	BRAF	CTNNB1	0.336056009334889	0.350058343057176	0.0478413068844807	382	16	128	11	147	6	141	10
Skin	Metastasis	Gain	BRAF	DICER1	0.336056009334889	0.350058343057176	0.0175029171528588	390	8	136	3	149	4	147	4
Skin	Metastasis	Gain	BRAF	EPHA3	0.336056009334889	0.350058343057176	0.0256709451575263	383	15	138	1	146	7	148	3
Skin	Metastasis	Gain	BRAF	EPHA7	0.336056009334889	0.350058343057176	0.0210035005834306	388	10	136	3	146	7	149	2
Skin	Metastasis	Gain	BRAF	ERBB4	0.336056009334889	0.350058343057176	0.0186697782963827	389	9	136	3	149	4	147	4
Skin	Metastasis	Gain	BRAF	EZH2	0.336056009334889	0.350058343057176	0.015169194865811	392	6	136	3	148	5	148	3
Skin	Metastasis	Gain	BRAF	FAT1	0.336056009334889	0.350058343057176	0.0408401400233372	373	25	137	2	147	6	146	5
Skin	Metastasis	Gain	BRAF	FBXW7	0.336056009334889	0.350058343057176	0.0303383897316219	381	17	135	4	149	4	147	4
Skin	Metastasis	Gain	BRAF	FGFR2	0.336056009334889	0.350058343057176	0.014002333722287	391	7	137	2	148	5	149	2
Skin	Metastasis	Gain	BRAF	GNA11	0.336056009334889	0.350058343057176	0.044340723453909	365	33	137	2	148	5	150	1
Skin	Metastasis	Gain	BRAF	GNAQ	0.336056009334889	0.350058343057176	0.0455075845974329	365	33	138	1	146	7	150	1
Skin	Metastasis	Gain	BRAF	GRIN2A	0.336056009334889	0.350058343057176	0.0221703617269545	386	12	138	1	148	5	147	4
Skin	Metastasis	Gain	BRAF	HRAS	0.336056009334889	0.350058343057176	0.0280046674445741	384	14	134	5	147	6	148	3
Skin	Metastasis	Gain	BRAF	IDH1	0.336056009334889	0.350058343057176	0.0186697782963827	389	9	133	6	150	3	150	1
Skin	Metastasis	Gain	BRAF	KIT	0.336056009334889	0.350058343057176	0.0373395565927655	379	19	134	5	143	10	150	1
Skin	Metastasis	Gain	BRAF	KMT2A	0.336056009334889	0.350058343057176	0.0373395565927655	387	11	132	7	146	7	142	9
Skin	Metastasis	Gain	BRAF	KMT2B	0.336056009334889	0.350058343057176	0.0303383897316219	386	12	134	5	146	7	145	6
Skin	Metastasis	Gain	BRAF	KMT2C	0.336056009334889	0.350058343057176	0.0221703617269545	387	11	137	2	147	6	147	4
Skin	Metastasis	Gain	BRAF	KMT2D	0.336056009334889	0.350058343057176	0.0268378063010502	381	17	138	1	149	4	147	4
Skin	Metastasis	Gain	BRAF	KRAS	0.336056009334889	0.350058343057176	0.0128354725787631	392	6	135	4	151	2	149	2
Skin	Metastasis	Gain	BRAF	MAP2K1	0.336056009334889	0.350058343057176	0.0560093348891482	377	21	127	12	146	7	139	12
Skin	Metastasis	Gain	BRAF	MGA	0.336056009334889	0.350058343057176	0.0233372228704784	392	6	133	6	147	6	147	4
Skin	Metastasis	Gain	BRAF	NF1	0.336056009334889	0.350058343057176	0.190198366394399	312	86	123	16	105	48	137	14
Skin	Metastasis	Gain	BRAF	NF2	0.336056009334889	0.350058343057176	0.0163360560093349	389	9	137	2	150	3	147	4
Skin	Metastasis	Gain	BRAF	NOTCH1	0.336056009334889	0.350058343057176	0.0303383897316219	378	20	138	1	146	7	149	2
Skin	Metastasis	Gain	BRAF	NOTCH2	0.336056009334889	0.350058343057176	0.0105017502917153	390	8	137	2	152	1	149	2
Skin	Metastasis	Gain	BRAF	NOTCH3	0.336056009334889	0.350058343057176	0.0105017502917153	392	6	137	2	150	3	149	2
Skin	Metastasis	Gain	BRAF	NRAS	0.336056009334889	0.350058343057176	0.23803967327888	261	137	129	10	101	52	144	7
Skin	Metastasis	Gain	BRAF	PAK5	0.336056009334889	0.350058343057176	0.0163360560093349	391	7	136	3	150	3	146	5
Skin	Metastasis	Gain	BRAF	PBRM1	0.336056009334889	0.350058343057176	0.0245040840140023	386	12	137	2	148	5	147	4
Skin	Metastasis	Gain	BRAF	PIK3CA	0.336056009334889	0.350058343057176	0.0221703617269545	386	12	136	3	149	4	148	3
Skin	Metastasis	Gain	BRAF	PIK3R1	0.336056009334889	0.350058343057176	0.0116686114352392	392	6	136	3	151	2	149	2
Skin	Metastasis	Gain	BRAF	PPP6C	0.336056009334889	0.350058343057176	0.0338389731621937	387	11	130	9	149	4	143	8
Skin	Metastasis	Gain	BRAF	PRKN	0.336056009334889	0.350058343057176	0.014002333722287	390	8	136	3	149	4	150	1
Skin	Metastasis	Gain	BRAF	PTEN	0.336056009334889	0.350058343057176	0.0758459743290548	376	22	122	17	140	13	134	17
Skin	Metastasis	Gain	BRAF	PTPRD	0.336056009334889	0.350058343057176	0.0385064177362894	380	18	135	4	144	9	145	6
Skin	Metastasis	Gain	BRAF	PTPRS	0.336056009334889	0.350058343057176	0.0105017502917153	395	3	136	3	149	4	148	3
Skin	Metastasis	Gain	BRAF	PTPRT	0.336056009334889	0.350058343057176	0.0676779463243874	374	24	129	10	137	16	139	12
Skin	Metastasis	Gain	BRAF	RAC1	0.336056009334889	0.350058343057176	0.044340723453909	381	17	129	10	143	10	146	5
Skin	Metastasis	Gain	BRAF	RAF1	0.336056009334889	0.350058343057176	0.0128354725787631	390	8	138	1	148	5	150	1
Skin	Metastasis	Gain	BRAF	RB1	0.336056009334889	0.350058343057176	0.0396732788798133	381	17	134	5	147	6	143	8
Skin	Metastasis	Gain	BRAF	SETD2	0.336056009334889	0.350058343057176	0.0303383897316219	385	13	134	5	147	6	145	6
Skin	Metastasis	Gain	BRAF	SF3B1	0.336056009334889	0.350058343057176	0.0490081680280047	363	35	137	2	146	7	150	1
Skin	Metastasis	Gain	BRAF	SMARCA4	0.336056009334889	0.350058343057176	0.0128354725787631	393	5	134	5	150	3	149	2
Skin	Metastasis	Gain	BRAF	SPEN	0.336056009334889	0.350058343057176	0.0210035005834306	391	7	134	5	145	8	149	2
Skin	Metastasis	Gain	BRAF	SPRED1	0.336056009334889	0.350058343057176	0.0105017502917153	392	6	137	2	149	4	150	1
Skin	Metastasis	Gain	BRAF	TERT	0.336056009334889	0.350058343057176	0.689614935822637	152	246	40	99	41	112	23	128
Skin	Metastasis	Gain	BRAF	TET1	0.336056009334889	0.350058343057176	0.0116686114352392	389	9	138	1	150	3	150	1
Skin	Metastasis	Gain	BRAF	TET2	0.336056009334889	0.350058343057176	0.014002333722287	391	7	137	2	147	6	150	1
Skin	Metastasis	Gain	BRAF	TP53	0.336056009334889	0.350058343057176	0.271878646441074	272	126	115	24	104	49	119	32
Skin	Metastasis	Gain	BRAF	TP63	0.336056009334889	0.350058343057176	0.0431738623103851	381	17	135	4	140	13	144	7
Skin	Metastasis	Gain	BRAF	WT1	0.336056009334889	0.350058343057176	0.0105017502917153	391	7	138	1	150	3	150	1
Skin	Metastasis	Gain	BRAF	ZFHX3	0.336056009334889	0.350058343057176	0.0116686114352392	391	7	135	4	151	2	150	1
Soft-Tissue	Primary	Loss	ATRX	CDKN2A	0.123737373737374	0.26010101010101	0.0126262626262626	244	4	25	2	84	2	20	1
Soft-Tissue	Primary	Loss	ATRX	FGFR1	0.123737373737374	0.26010101010101	0.0101010101010101	244	4	26	1	84	2	20	1
Soft-Tissue	Primary	Loss	ATRX	KMT2D	0.123737373737374	0.26010101010101	0.0202020202020202	242	6	26	1	83	3	20	1
Soft-Tissue	Primary	Loss	ATRX	MED12	0.123737373737374	0.26010101010101	0.0404040404040404	239	9	23	4	83	3	17	4
Soft-Tissue	Primary	Loss	ATRX	NF1	0.123737373737374	0.26010101010101	0.0277777777777778	239	9	25	2	84	2	20	1
Soft-Tissue	Primary	Loss	ATRX	NF2	0.123737373737374	0.26010101010101	0.0126262626262626	245	3	26	1	83	3	19	2
Soft-Tissue	Primary	Loss	ATRX	PIK3CA	0.123737373737374	0.26010101010101	0.0126262626262626	243	5	26	1	84	2	20	1
Soft-Tissue	Primary	Loss	ATRX	PTEN	0.123737373737374	0.26010101010101	0.0252525252525253	241	7	25	2	84	2	20	1
Soft-Tissue	Primary	Loss	ATRX	RB1	0.123737373737374	0.26010101010101	0.0858585858585859	228	20	23	4	81	5	16	5
Soft-Tissue	Primary	Loss	ATRX	TERT	0.123737373737374	0.26010101010101	0.0303030303030303	237	11	26	1	83	3	20	1
Soft-Tissue	Primary	Loss	ATRX	TP53	0.123737373737374	0.26010101010101	0.335858585858586	184	64	11	16	50	36	9	12
Soft-Tissue	Primary	Loss	PTEN	ATRX	0.0252525252525253	0.378787878787879	0.123737373737374	214	24	3	1	119	25	8	2
Soft-Tissue	Primary	Loss	PTEN	CDKN2A	0.0252525252525253	0.378787878787879	0.0126262626262626	234	4	3	1	141	3	9	1
Soft-Tissue	Primary	Loss	PTEN	FGFR1	0.0252525252525253	0.378787878787879	0.0101010101010101	234	4	3	1	142	2	9	1
Soft-Tissue	Primary	Loss	PTEN	KMT2D	0.0252525252525253	0.378787878787879	0.0202020202020202	231	7	3	1	141	3	9	1
Soft-Tissue	Primary	Loss	PTEN	MED12	0.0252525252525253	0.378787878787879	0.0404040404040404	229	9	3	1	137	7	8	2
Soft-Tissue	Primary	Loss	PTEN	NF1	0.0252525252525253	0.378787878787879	0.0277777777777778	232	6	2	2	138	6	9	1
Soft-Tissue	Primary	Loss	PTEN	NF2	0.0252525252525253	0.378787878787879	0.0126262626262626	234	4	3	1	141	3	9	1
Soft-Tissue	Primary	Loss	PTEN	PIK3CA	0.0252525252525253	0.378787878787879	0.0126262626262626	234	4	3	1	141	3	9	1
Soft-Tissue	Primary	Loss	PTEN	RB1	0.0252525252525253	0.378787878787879	0.0858585858585859	227	11	2	2	122	22	7	3
Soft-Tissue	Primary	Loss	PTEN	TERT	0.0252525252525253	0.378787878787879	0.0303030303030303	229	9	3	1	140	4	8	2
Soft-Tissue	Primary	Loss	PTEN	TP53	0.0252525252525253	0.378787878787879	0.335858585858586	181	57	2	2	75	69	3	7
Soft-Tissue	Primary	Loss	RB1	ATRX	0.0858585858585859	0.393939393939394	0.123737373737374	199	27	11	1	118	16	17	9
Soft-Tissue	Primary	Loss	RB1	CDKN2A	0.0858585858585859	0.393939393939394	0.0126262626262626	222	4	11	1	131	3	25	1
Soft-Tissue	Primary	Loss	RB1	FGFR1	0.0858585858585859	0.393939393939394	0.0101010101010101	223	3	11	1	131	3	25	1
Soft-Tissue	Primary	Loss	RB1	KMT2D	0.0858585858585859	0.393939393939394	0.0202020202020202	220	6	10	2	131	3	25	1
Soft-Tissue	Primary	Loss	RB1	MED12	0.0858585858585859	0.393939393939394	0.0404040404040404	219	7	10	2	126	8	23	3
Soft-Tissue	Primary	Loss	RB1	NF1	0.0858585858585859	0.393939393939394	0.0277777777777778	219	7	9	3	131	3	24	2
Soft-Tissue	Primary	Loss	RB1	NF2	0.0858585858585859	0.393939393939394	0.0126262626262626	222	4	11	1	131	3	25	1
Soft-Tissue	Primary	Loss	RB1	PIK3CA	0.0858585858585859	0.393939393939394	0.0126262626262626	222	4	11	1	131	3	25	1
Soft-Tissue	Primary	Loss	RB1	PTEN	0.0858585858585859	0.393939393939394	0.0252525252525253	220	6	10	2	131	3	23	3
Soft-Tissue	Primary	Loss	RB1	TERT	0.0858585858585859	0.393939393939394	0.0303030303030303	217	9	11	1	129	5	25	1
Soft-Tissue	Primary	Loss	RB1	TP53	0.0858585858585859	0.393939393939394	0.335858585858586	168	58	5	7	79	55	10	16
Soft-Tissue	Primary	Loss	TP53	ATRX	0.335858585858586	0.212121212121212	0.123737373737374	213	13	51	14	21	7	48	12
Soft-Tissue	Primary	Loss	TP53	CDKN2A	0.335858585858586	0.212121212121212	0.0126262626262626	224	2	62	3	27	1	59	1
Soft-Tissue	Primary	Loss	TP53	FGFR1	0.335858585858586	0.212121212121212	0.0101010101010101	222	4	64	1	27	1	59	1
Soft-Tissue	Primary	Loss	TP53	KMT2D	0.335858585858586	0.212121212121212	0.0202020202020202	221	5	63	2	27	1	57	3
Soft-Tissue	Primary	Loss	TP53	MED12	0.335858585858586	0.212121212121212	0.0404040404040404	222	4	58	7	26	2	56	4
Soft-Tissue	Primary	Loss	TP53	NF1	0.335858585858586	0.212121212121212	0.0277777777777778	221	5	58	7	27	1	58	2
Soft-Tissue	Primary	Loss	TP53	NF2	0.335858585858586	0.212121212121212	0.0126262626262626	222	4	63	2	27	1	58	2
Soft-Tissue	Primary	Loss	TP53	PIK3CA	0.335858585858586	0.212121212121212	0.0126262626262626	220	6	64	1	27	1	59	1
Soft-Tissue	Primary	Loss	TP53	PTEN	0.335858585858586	0.212121212121212	0.0252525252525253	223	3	60	5	26	2	56	4
Soft-Tissue	Primary	Loss	TP53	RB1	0.335858585858586	0.212121212121212	0.0858585858585859	215	11	55	10	25	3	47	13
Soft-Tissue	Primary	Loss	TP53	TERT	0.335858585858586	0.212121212121212	0.0303030303030303	220	6	60	5	27	1	57	3
Soft-Tissue	Metastasis	Loss	RB1	ATRX	0.0872274143302181	0.401869158878505	0.124610591900312	160	19	7	3	95	17	17	4
Soft-Tissue	Metastasis	Loss	RB1	B2M	0.0872274143302181	0.401869158878505	0.0124610591900312	176	3	9	1	109	3	20	1
Soft-Tissue	Metastasis	Loss	RB1	CDKN2A	0.0872274143302181	0.401869158878505	0.0124610591900312	174	5	9	1	111	1	20	1
Soft-Tissue	Metastasis	Loss	RB1	KMT2D	0.0872274143302181	0.401869158878505	0.0155763239875389	175	4	8	2	110	2	20	1
Soft-Tissue	Metastasis	Loss	RB1	MED12	0.0872274143302181	0.401869158878505	0.0373831775700935	169	10	9	1	110	2	18	3
Soft-Tissue	Metastasis	Loss	RB1	NF1	0.0872274143302181	0.401869158878505	0.0218068535825545	175	4	9	1	107	5	20	1
Soft-Tissue	Metastasis	Loss	RB1	PIK3CA	0.0872274143302181	0.401869158878505	0.0280373831775701	175	4	9	1	105	7	20	1
Soft-Tissue	Metastasis	Loss	RB1	PTEN	0.0872274143302181	0.401869158878505	0.0342679127725857	172	7	9	1	108	4	18	3
Soft-Tissue	Metastasis	Loss	RB1	TERT	0.0872274143302181	0.401869158878505	0.0373831775700935	172	7	8	2	106	6	20	1
Soft-Tissue	Metastasis	Loss	RB1	TP53	0.0872274143302181	0.401869158878505	0.327102803738318	133	46	4	6	68	44	10	11
Soft-Tissue	Metastasis	Loss	TP53	ATRX	0.327102803738318	0.190031152647975	0.124610591900312	167	20	49	7	21	3	31	10
Soft-Tissue	Metastasis	Loss	TP53	B2M	0.327102803738318	0.190031152647975	0.0124610591900312	184	3	53	3	23	1	40	1
Soft-Tissue	Metastasis	Loss	TP53	CDKN2A	0.327102803738318	0.190031152647975	0.0124610591900312	183	4	54	2	23	1	40	1
Soft-Tissue	Metastasis	Loss	TP53	KMT2D	0.327102803738318	0.190031152647975	0.0155763239875389	185	2	53	3	23	1	39	2
